Classifier,Feature Type,Accuracy,Balanced Accuracy,Precision,Recall,F1-score,Dataset
MLPClassifier,GCN,0.556556557,0.521697826,0.546649506,0.556556557,0.550421409,GCC
MLPClassifier,RNN,0.612612613,0.5,0.375294213,0.612612613,0.465448689,GCC
RandomForestClassifier,TF-IDF,0.612612613,0.551774586,0.588244454,0.612612613,0.582005532,GCC
RandomForestClassifier,DistilBERT,0.635635636,0.548240614,0.628700852,0.635635636,0.56337096,GCC
RandomForestClassifier,GCN,0.613613614,0.505566955,0.58083239,0.613613614,0.483160265,GCC
RandomForestClassifier,RNN,0.524524525,0.502203982,0.527444088,0.524524525,0.525899479,GCC
SVC,TF-IDF,0.632632633,0.543889649,0.623459215,0.632632633,0.557247882,GCC
SVC,DistilBERT,0.655655656,0.579305366,0.654143196,0.655655656,0.605008659,GCC
SVC,GCN,0.612612613,0.5,0.375294213,0.612612613,0.465448689,GCC
SVC,RNN,0.612612613,0.5,0.375294213,0.612612613,0.465448689,GCC
KNeighborsClassifier,TF-IDF,0.566666667,0.530025224,0.548261164,0.566666667,0.548163695,Gnome
KNeighborsClassifier,DistilBERT,0.580769231,0.557249993,0.572735925,0.580769231,0.574837328,Gnome
KNeighborsClassifier,GCN,0.496153846,0.477359028,0.493089032,0.496153846,0.494488968,Gnome
KNeighborsClassifier,RNN,0.525641026,0.495090727,0.510111013,0.525641026,0.514031122,Gnome
MultinomialNB,TF-IDF,0.612820513,0.544427568,0.618167872,0.612820513,0.53545137,Gnome
MultinomialNB,DistilBERT,0.579487179,0.533564783,0.556730769,0.579487179,0.548231928,Gnome
MultinomialNB,GCN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
MultinomialNB,RNN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
MLPClassifier,TF-IDF,0.555128205,0.510978057,0.528311408,0.555128205,0.526157879,Gnome
MLPClassifier,DistilBERT,0.516666667,0.546007486,0.567694938,0.516666667,0.507880182,Gnome
MLPClassifier,GCN,0.533333333,0.514090428,0.529029159,0.533333333,0.530840456,Gnome
MLPClassifier,RNN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
RandomForestClassifier,TF-IDF,0.564102564,0.520925439,0.539967287,0.564102564,0.536759448,Gnome
RandomForestClassifier,DistilBERT,0.597435897,0.536860235,0.577963794,0.597435897,0.538659357,Gnome
RandomForestClassifier,GCN,0.571794872,0.496121403,0.502373908,0.571794872,0.46597058,Gnome
RandomForestClassifier,RNN,0.517948718,0.504678727,0.519722352,0.517948718,0.518782514,Gnome
SVC,TF-IDF,0.612820513,0.54027774,0.63241453,0.612820513,0.523100764,Gnome
SVC,DistilBERT,0.571794872,0.535314221,0.554084854,0.571794872,0.55351087,Gnome
SVC,GCN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
SVC,RNN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
KNeighborsClassifier,TF-IDF,0.556410256,0.550801486,0.564081994,0.556410256,0.559078911,Gnome
KNeighborsClassifier,DistilBERT,0.56025641,0.539782744,0.554534264,0.56025641,0.55663586,Gnome
KNeighborsClassifier,GCN,0.503846154,0.48252597,0.497983123,0.503846154,0.500417671,Gnome
KNeighborsClassifier,RNN,0.512820513,0.480023868,0.494218062,0.512820513,0.498889636,Gnome
MultinomialNB,TF-IDF,0.602564103,0.534771759,0.592457499,0.602564103,0.525770158,Gnome
MultinomialNB,DistilBERT,0.612820513,0.566098891,0.59933014,0.612820513,0.581278785,Gnome
MultinomialNB,GCN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
MultinomialNB,RNN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
MLPClassifier,TF-IDF,0.575641026,0.539050422,0.558295221,0.575641026,0.557246765,Gnome
MLPClassifier,DistilBERT,0.598717949,0.523196995,0.596148084,0.598717949,0.497144564,Gnome
MLPClassifier,GCN,0.514102564,0.491259595,0.50652678,0.514102564,0.509429112,Gnome
MLPClassifier,RNN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
RandomForestClassifier,TF-IDF,0.592307692,0.539870894,0.570746439,0.592307692,0.550250451,Gnome
RandomForestClassifier,DistilBERT,0.608974359,0.548068838,0.598756224,0.608974359,0.550305809,Gnome
RandomForestClassifier,GCN,0.575641026,0.497091052,0.502685214,0.575641026,0.459387143,Gnome
RandomForestClassifier,RNN,0.535897436,0.520423662,0.535042107,0.535897436,0.535456034,Gnome
SVC,TF-IDF,0.6,0.531666169,0.587035714,0.6,0.52139819,Gnome
SVC,DistilBERT,0.585897436,0.547322954,0.56867837,0.585897436,0.565156412,Gnome
SVC,GCN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
SVC,RNN,0.587179487,0.5,0.34477975,0.587179487,0.434455905,Gnome
KNeighborsClassifier,TF-IDF,0.534017972,0.499343618,0.514763668,0.534017972,0.518247242,Gnome
KNeighborsClassifier,DistilBERT,0.558408216,0.535461644,0.550820148,0.558408216,0.553311888,Gnome
KNeighborsClassifier,GCN,0.525032092,0.499622495,0.515085661,0.525032092,0.518443038,Gnome
KNeighborsClassifier,RNN,0.510911425,0.477829245,0.492215931,0.510911425,0.497071685,Gnome
MultinomialNB,TF-IDF,0.596919127,0.530938388,0.577215168,0.596919127,0.526092993,Gnome
MultinomialNB,DistilBERT,0.605905006,0.557683413,0.589819137,0.605905006,0.572454416,Gnome
MultinomialNB,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MultinomialNB,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MLPClassifier,TF-IDF,0.580231065,0.53678121,0.559165593,0.580231065,0.553362283,Gnome
MLPClassifier,DistilBERT,0.587933248,0.516307527,0.556803142,0.587933248,0.499985361,Gnome
MLPClassifier,GCN,0.527599487,0.50273776,0.518205861,0.527599487,0.521420803,Gnome
MLPClassifier,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
RandomForestClassifier,TF-IDF,0.578947368,0.527768709,0.552567511,0.578947368,0.539532272,Gnome
RandomForestClassifier,DistilBERT,0.586649551,0.527329987,0.559269232,0.586649551,0.531217589,Gnome
RandomForestClassifier,GCN,0.580231065,0.503234298,0.526926577,0.580231065,0.473141149,Gnome
RandomForestClassifier,RNN,0.486521181,0.474792202,0.491195015,0.486521181,0.488546868,Gnome
SVC,TF-IDF,0.612323492,0.544038825,0.614029094,0.612323492,0.536842397,Gnome
SVC,DistilBERT,0.554557125,0.518674584,0.535725102,0.554557125,0.537356695,Gnome
SVC,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
SVC,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
KNeighborsClassifier,TF-IDF,0.576379974,0.5414269,0.560316669,0.576379974,0.560281802,Gnome
KNeighborsClassifier,DistilBERT,0.554557125,0.526129454,0.542268137,0.554557125,0.545079132,Gnome
KNeighborsClassifier,GCN,0.534017972,0.513321498,0.528585057,0.534017972,0.530767478,Gnome
KNeighborsClassifier,RNN,0.557124519,0.525517284,0.542222313,0.557124519,0.544592471,Gnome
MultinomialNB,TF-IDF,0.609756098,0.543253207,0.604964632,0.609756098,0.538777938,Gnome
MultinomialNB,DistilBERT,0.586649551,0.53897822,0.564781763,0.586649551,0.553478715,Gnome
MultinomialNB,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MultinomialNB,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MLPClassifier,TF-IDF,0.572528883,0.526503557,0.547966182,0.572528883,0.541625202,Gnome
MLPClassifier,DistilBERT,0.589216945,0.50342135,0.575577525,0.589216945,0.447212758,Gnome
MLPClassifier,GCN,0.513478819,0.490729026,0.506284865,0.513478819,0.509099753,Gnome
MLPClassifier,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
RandomForestClassifier,TF-IDF,0.587933248,0.540535853,0.566567649,0.587933248,0.555239494,Gnome
RandomForestClassifier,DistilBERT,0.596919127,0.537461399,0.576252408,0.596919127,0.541842717,Gnome
RandomForestClassifier,GCN,0.576379974,0.498561401,0.510057259,0.576379974,0.465697649,Gnome
RandomForestClassifier,RNN,0.521181001,0.502870397,0.518266446,0.521181001,0.519583138,Gnome
SVC,TF-IDF,0.609756098,0.543253207,0.604964632,0.609756098,0.538777938,Gnome
SVC,DistilBERT,0.557124519,0.519460202,0.536948012,0.557124519,0.537775375,Gnome
SVC,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
SVC,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
KNeighborsClassifier,TF-IDF,0.544287548,0.508077242,0.524227743,0.544287548,0.526690567,Gnome
KNeighborsClassifier,DistilBERT,0.549422336,0.523160429,0.538903923,0.549422336,0.541862999,Gnome
KNeighborsClassifier,GCN,0.534017972,0.513787427,0.529021675,0.534017972,0.531067709,Gnome
KNeighborsClassifier,RNN,0.518613607,0.489970616,0.505233955,0.518613607,0.509261668,Gnome
MultinomialNB,TF-IDF,0.593068036,0.530458855,0.569403286,0.593068036,0.530432872,Gnome
MultinomialNB,DistilBERT,0.598202824,0.54693983,0.578985012,0.598202824,0.559374049,Gnome
MultinomialNB,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MultinomialNB,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MLPClassifier,TF-IDF,0.555840822,0.508118054,0.525590706,0.555840822,0.521794339,Gnome
MLPClassifier,DistilBERT,0.604621309,0.534693031,0.598347386,0.604621309,0.523665909,Gnome
MLPClassifier,GCN,0.541720154,0.519871716,0.535140476,0.541720154,0.537595281,Gnome
MLPClassifier,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
RandomForestClassifier,TF-IDF,0.566110398,0.517317607,0.537536878,0.566110398,0.530495632,Gnome
RandomForestClassifier,DistilBERT,0.599486521,0.538712947,0.580761591,0.599486521,0.541637085,Gnome
RandomForestClassifier,GCN,0.571245186,0.491399012,0.476736393,0.571245186,0.451916414,Gnome
RandomForestClassifier,RNN,0.525032092,0.509872941,0.525032092,0.525032092,0.525032092,Gnome
SVC,TF-IDF,0.59563543,0.530312615,0.574425003,0.59563543,0.526413694,Gnome
SVC,DistilBERT,0.562259307,0.524758873,0.542797591,0.562259307,0.543134501,Gnome
SVC,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
SVC,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
KNeighborsClassifier,TF-IDF,0.590500642,0.545048906,0.570708593,0.590500642,0.560896215,Gnome
KNeighborsClassifier,DistilBERT,0.530166881,0.508648601,0.524004652,0.530166881,0.526421937,Gnome
KNeighborsClassifier,GCN,0.523748395,0.505519732,0.520852591,0.523748395,0.5221591,Gnome
KNeighborsClassifier,RNN,0.543003851,0.512110762,0.528059253,0.543003851,0.531262773,Gnome
MultinomialNB,TF-IDF,0.594351733,0.528754982,0.571872021,0.594351733,0.524302198,Gnome
MultinomialNB,DistilBERT,0.586649551,0.535250786,0.562963346,0.586649551,0.547124075,Gnome
MultinomialNB,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MultinomialNB,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MLPClassifier,TF-IDF,0.58279846,0.541760193,0.563680202,0.58279846,0.559318854,Gnome
MLPClassifier,DistilBERT,0.612323492,0.559880423,0.599064448,0.612323492,0.572030487,Gnome
MLPClassifier,GCN,0.494223363,0.470160116,0.485833859,0.494223363,0.489132322,Gnome
MLPClassifier,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
RandomForestClassifier,TF-IDF,0.580231065,0.530724129,0.555374589,0.580231065,0.543805491,Gnome
RandomForestClassifier,DistilBERT,0.584082157,0.524214722,0.554757278,0.584082157,0.527251721,Gnome
RandomForestClassifier,GCN,0.569961489,0.493568815,0.494265232,0.569961489,0.463704261,Gnome
RandomForestClassifier,RNN,0.496790757,0.483991756,0.500030966,0.496790757,0.498255197,Gnome
SVC,TF-IDF,0.59563543,0.526119251,0.575816235,0.59563543,0.514892104,Gnome
SVC,DistilBERT,0.585365854,0.546273245,0.567783813,0.585365854,0.564435587,Gnome
SVC,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
SVC,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
KNeighborsClassifier,TF-IDF,0.566110398,0.558319389,0.571563541,0.566110398,0.568216644,Gnome
KNeighborsClassifier,DistilBERT,0.523748395,0.49992858,0.515393379,0.523748395,0.518430508,Gnome
KNeighborsClassifier,GCN,0.505776637,0.484644737,0.500365698,0.505776637,0.50264757,Gnome
KNeighborsClassifier,RNN,0.543003851,0.513042621,0.52894342,0.543003851,0.532179084,Gnome
MultinomialNB,TF-IDF,0.598202824,0.533893809,0.579259048,0.598202824,0.531791885,Gnome
MultinomialNB,DistilBERT,0.569961489,0.51826307,0.539969151,0.569961489,0.529274154,Gnome
MultinomialNB,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MultinomialNB,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
MLPClassifier,TF-IDF,0.577663671,0.535529663,0.556945117,0.577663671,0.552616771,Gnome
MLPClassifier,DistilBERT,0.590500642,0.510104205,0.567577703,0.590500642,0.471978657,Gnome
MLPClassifier,GCN,0.519897304,0.500846835,0.51629283,0.519897304,0.51788286,Gnome
MLPClassifier,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
RandomForestClassifier,TF-IDF,0.566110398,0.516385749,0.536667057,0.566110398,0.52887214,Gnome
RandomForestClassifier,DistilBERT,0.585365854,0.52204492,0.555080623,0.585365854,0.520389444,Gnome
RandomForestClassifier,GCN,0.580231065,0.502302439,0.524298591,0.580231065,0.469681485,Gnome
RandomForestClassifier,RNN,0.543003851,0.531213865,0.545574875,0.543003851,0.544163316,Gnome
SVC,TF-IDF,0.587933248,0.519569032,0.557947378,0.587933248,0.509715881,Gnome
SVC,DistilBERT,0.567394095,0.522602675,0.542651305,0.567394095,0.538299348,Gnome
SVC,GCN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
SVC,RNN,0.587933248,0.5,0.345665504,0.587933248,0.435365283,Gnome
KNeighborsClassifier,TF-IDF,0.558408216,0.558955244,0.572072396,0.558408216,0.561730916,Gnome
KNeighborsClassifier,DistilBERT,0.534017972,0.513397529,0.528243682,0.534017972,0.530507438,Gnome
KNeighborsClassifier,GCN,0.486521181,0.459613738,0.474273392,0.486521181,0.478654464,Gnome
KNeighborsClassifier,RNN,0.513478819,0.488094105,0.503047523,0.513478819,0.506618547,Gnome
MultinomialNB,TF-IDF,0.593068036,0.533910053,0.57090424,0.593068036,0.536386347,Gnome
MultinomialNB,DistilBERT,0.562259307,0.522789051,0.540905508,0.562259307,0.53976451,Gnome
MultinomialNB,GCN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
MultinomialNB,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
MLPClassifier,TF-IDF,0.571245186,0.535034726,0.55360206,0.571245186,0.552979331,Gnome
MLPClassifier,DistilBERT,0.59563543,0.535180831,0.575343608,0.59563543,0.536122845,Gnome
MLPClassifier,GCN,0.526315789,0.504998165,0.519959624,0.526315789,0.522431211,Gnome
MLPClassifier,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
RandomForestClassifier,TF-IDF,0.571245186,0.527236772,0.547855253,0.571245186,0.542329425,Gnome
RandomForestClassifier,DistilBERT,0.569961489,0.517427321,0.539190244,0.569961489,0.526115082,Gnome
RandomForestClassifier,GCN,0.57381258,0.494104815,0.48449779,0.57381258,0.450570845,Gnome
RandomForestClassifier,RNN,0.507060334,0.498678255,0.513743836,0.507060334,0.50966644,Gnome
SVC,TF-IDF,0.605905006,0.54301616,0.595589202,0.605905006,0.54132368,Gnome
SVC,DistilBERT,0.563543004,0.534433315,0.550723246,0.563543004,0.552891463,Gnome
SVC,GCN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
SVC,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
KNeighborsClassifier,TF-IDF,0.567394095,0.530835044,0.549052867,0.567394095,0.548684691,Gnome
KNeighborsClassifier,DistilBERT,0.568677792,0.547066339,0.561875521,0.568677792,0.564080805,Gnome
KNeighborsClassifier,GCN,0.534017972,0.511104013,0.52608261,0.534017972,0.528880729,Gnome
KNeighborsClassifier,RNN,0.526315789,0.497658915,0.512613858,0.526315789,0.516352525,Gnome
MultinomialNB,TF-IDF,0.613607189,0.547745899,0.616012362,0.613607189,0.542115544,Gnome
MultinomialNB,DistilBERT,0.611039795,0.557483996,0.598652385,0.611039795,0.567158875,Gnome
MultinomialNB,GCN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
MultinomialNB,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
MLPClassifier,TF-IDF,0.564826701,0.530022969,0.547588795,0.564826701,0.548196444,Gnome
MLPClassifier,DistilBERT,0.587933248,0.501552795,0.757950507,0.587933248,0.436727615,Gnome
MLPClassifier,GCN,0.505776637,0.484281773,0.49949767,0.505776637,0.502053343,Gnome
MLPClassifier,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
RandomForestClassifier,TF-IDF,0.599486521,0.552682904,0.582085346,0.599486521,0.566911502,Gnome
RandomForestClassifier,DistilBERT,0.609756098,0.546757139,0.603296814,0.609756098,0.545240231,Gnome
RandomForestClassifier,GCN,0.576379974,0.499503921,0.513106015,0.576379974,0.464895603,Gnome
RandomForestClassifier,RNN,0.491655969,0.475457684,0.491188514,0.491655969,0.491419117,Gnome
SVC,TF-IDF,0.609756098,0.540793998,0.613930069,0.609756098,0.52920244,Gnome
SVC,DistilBERT,0.549422336,0.510472023,0.526794735,0.549422336,0.527526751,Gnome
SVC,GCN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
SVC,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
KNeighborsClassifier,TF-IDF,0.532734275,0.533403781,0.547395725,0.532734275,0.536268569,Gnome
KNeighborsClassifier,DistilBERT,0.544287548,0.523067671,0.53787229,0.544287548,0.540239288,Gnome
KNeighborsClassifier,GCN,0.492939666,0.470129932,0.48542031,0.492939666,0.488435264,Gnome
KNeighborsClassifier,RNN,0.536585366,0.50641165,0.521675533,0.536585366,0.525044786,Gnome
MultinomialNB,TF-IDF,0.59563543,0.527841581,0.577534344,0.59563543,0.516914366,Gnome
MultinomialNB,DistilBERT,0.587933248,0.540083858,0.566619929,0.587933248,0.553275081,Gnome
MultinomialNB,GCN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
MultinomialNB,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
MLPClassifier,TF-IDF,0.57381258,0.522085706,0.545244486,0.57381258,0.531689674,Gnome
MLPClassifier,DistilBERT,0.587933248,0.507515936,0.560702736,0.587933248,0.464051787,Gnome
MLPClassifier,GCN,0.535301669,0.506693668,0.521895244,0.535301669,0.525309581,Gnome
MLPClassifier,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
RandomForestClassifier,TF-IDF,0.587933248,0.536872936,0.565263147,0.587933248,0.547629362,Gnome
RandomForestClassifier,DistilBERT,0.576379974,0.51693464,0.542750099,0.576379974,0.517918295,Gnome
RandomForestClassifier,GCN,0.586649551,0.512384984,0.554619096,0.586649551,0.486198859,Gnome
RandomForestClassifier,RNN,0.521181001,0.500163094,0.515177313,0.521181001,0.517573759,Gnome
SVC,TF-IDF,0.591784339,0.52226579,0.569004462,0.591784339,0.507520973,Gnome
SVC,DistilBERT,0.555840822,0.522364326,0.538943599,0.555840822,0.540712346,Gnome
SVC,GCN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
SVC,RNN,0.586649551,0.5,0.344157695,0.586649551,0.433816901,Gnome
KNeighborsClassifier,TF-IDF,0.779605263,0.508059994,0.701846528,0.779605263,0.727840756,WineHQ
KNeighborsClassifier,DistilBERT,0.787828947,0.523023549,0.720888281,0.787828947,0.738990619,WineHQ
KNeighborsClassifier,GCN,0.777960526,0.49716148,0.686971639,0.777960526,0.720367094,WineHQ
KNeighborsClassifier,RNN,0.786184211,0.51541912,0.712547971,0.786184211,0.733915243,WineHQ
MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,DistilBERT,0.800986842,0.531153631,0.740696705,0.800986842,0.747309749,WineHQ
MultinomialNB,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MLPClassifier,TF-IDF,0.774671053,0.528069807,0.718592109,0.774671053,0.737800727,WineHQ
MLPClassifier,DistilBERT,0.797697368,0.509356602,0.713341374,0.797697368,0.731650803,WineHQ
MLPClassifier,GCN,0.771381579,0.509566863,0.701763683,0.771381579,0.726794573,WineHQ
MLPClassifier,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,TF-IDF,0.797697368,0.522532941,0.729377539,0.797697368,0.74097789,WineHQ
RandomForestClassifier,DistilBERT,0.807565789,0.49898374,0.654567329,0.807565789,0.723061635,WineHQ
RandomForestClassifier,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,RNN,0.674342105,0.499018783,0.690642884,0.674342105,0.682155811,WineHQ
SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
KNeighborsClassifier,TF-IDF,0.791118421,0.531644239,0.730274991,0.791118421,0.744953305,WineHQ
KNeighborsClassifier,DistilBERT,0.774671053,0.514893468,0.707632879,0.774671053,0.730725586,WineHQ
KNeighborsClassifier,GCN,0.782894737,0.503504345,0.696623023,0.782894737,0.725468054,WineHQ
KNeighborsClassifier,RNN,0.784539474,0.517696944,0.714024918,0.784539474,0.734943961,WineHQ
MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,DistilBERT,0.796052632,0.514928511,0.719397586,0.796052632,0.73548425,WineHQ
MultinomialNB,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MLPClassifier,TF-IDF,0.761513158,0.506763387,0.697817022,0.761513158,0.72248982,WineHQ
MLPClassifier,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MLPClassifier,GCN,0.769736842,0.505256518,0.697116023,0.769736842,0.723867138,WineHQ
MLPClassifier,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,TF-IDF,0.799342105,0.533431455,0.739924422,0.799342105,0.748308054,WineHQ
RandomForestClassifier,DistilBERT,0.809210526,0.503294085,0.751042209,0.809210526,0.726953881,WineHQ
RandomForestClassifier,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,RNN,0.708881579,0.530242501,0.709837924,0.708881579,0.70935822,WineHQ
SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
KNeighborsClassifier,TF-IDF,0.782894737,0.519974769,0.715373961,0.782894737,0.735886326,WineHQ
KNeighborsClassifier,DistilBERT,0.786184211,0.538477712,0.731584444,0.786184211,0.747089586,WineHQ
KNeighborsClassifier,GCN,0.797697368,0.515944772,0.722544756,0.797697368,0.736461761,WineHQ
KNeighborsClassifier,RNN,0.784539474,0.501226521,0.693299178,0.784539474,0.724130924,WineHQ
MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,DistilBERT,0.794407895,0.510618167,0.71208099,0.794407895,0.732176586,WineHQ
MultinomialNB,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MLPClassifier,TF-IDF,0.792763158,0.542542753,0.738922173,0.792763158,0.751480425,WineHQ
MLPClassifier,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MLPClassifier,GCN,0.766447368,0.506518082,0.698059602,0.766447368,0.723744009,WineHQ
MLPClassifier,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,TF-IDF,0.804276316,0.529892066,0.745536291,0.804276316,0.747250873,WineHQ
RandomForestClassifier,DistilBERT,0.807565789,0.49898374,0.654567329,0.807565789,0.723061635,WineHQ
RandomForestClassifier,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,RNN,0.697368421,0.519834595,0.703245667,0.697368421,0.700254787,WineHQ
SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
KNeighborsClassifier,TF-IDF,0.773026316,0.510583123,0.70308833,0.773026316,0.727811894,WineHQ
KNeighborsClassifier,DistilBERT,0.78125,0.525546678,0.71937127,0.78125,0.738587613,WineHQ
KNeighborsClassifier,GCN,0.78125,0.486017662,0.661256814,0.78125,0.712476445,WineHQ
KNeighborsClassifier,RNN,0.78125,0.509076255,0.703471673,0.78125,0.72883107,WineHQ
MultinomialNB,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,DistilBERT,0.791118421,0.528350154,0.727751644,0.791118421,0.743037276,WineHQ
MultinomialNB,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MultinomialNB,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
MLPClassifier,TF-IDF,0.78125,0.525546678,0.71937127,0.78125,0.738587613,WineHQ
MLPClassifier,DistilBERT,0.809210526,0.516470423,0.754400634,0.809210526,0.738234731,WineHQ
MLPClassifier,GCN,0.777960526,0.49716148,0.686971639,0.777960526,0.720367094,WineHQ
MLPClassifier,RNN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,TF-IDF,0.799342105,0.516961032,0.725980129,0.799342105,0.7374398,WineHQ
RandomForestClassifier,DistilBERT,0.807565789,0.502277825,0.718990141,0.807565789,0.726111118,WineHQ
RandomForestClassifier,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
RandomForestClassifier,RNN,0.689144737,0.514753294,0.700042885,0.689144737,0.694423409,WineHQ
SVC,TF-IDF,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,DistilBERT,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
SVC,GCN,0.809210526,0.5,0.654821676,0.809210526,0.723875598,WineHQ
