Dataset,Classifier,Feature Type,Accuracy,Balanced Accuracy,Precision,Recall,F1-score
FreeDesktop,MultinomialNB,DistilBERT,0.610677083,0.514930556,0.559351106,0.610677083,0.540039621
FreeDesktop,MLPClassifier,TF-IDF,0.58984375,0.523958333,0.558644498,0.58984375,0.562144213
FreeDesktop,MLPClassifier,DistilBERT,0.619791667,0.531944444,0.582070707,0.619791667,0.563397129
FreeDesktop,RandomForestClassifier,TF-IDF,0.595052083,0.521875,0.558331579,0.595052083,0.558901918
FreeDesktop,RandomForestClassifier,DistilBERT,0.623697917,0.524652778,0.583629149,0.623697917,0.547460774
FreeDesktop,SVC,TF-IDF,0.61328125,0.505902778,0.548142895,0.61328125,0.518052369
FreeDesktop,SVC,DistilBERT,0.618489583,0.541319444,0.586160801,0.618489583,0.577555259
FreeDesktop,KNeighborsClassifier,TF-IDF,0.62109375,0.550347222,0.5930825,0.62109375,0.588070423
FreeDesktop,KNeighborsClassifier,DistilBERT,0.622395833,0.564583333,0.601507777,0.622395833,0.602413646
FreeDesktop,MultinomialNB,TF-IDF,0.6328125,0.529861111,0.605786804,0.6328125,0.549248374
FreeDesktop,MultinomialNB,DistilBERT,0.625,0.522222222,0.585227273,0.625,0.541154791
FreeDesktop,MLPClassifier,TF-IDF,0.598958333,0.527777778,0.564967105,0.598958333,0.565257353
FreeDesktop,MLPClassifier,DistilBERT,0.618489583,0.561458333,0.597583499,0.618489583,0.599214788
FreeDesktop,RandomForestClassifier,TF-IDF,0.604166667,0.527083333,0.566732664,0.604166667,0.563093486
FreeDesktop,RandomForestClassifier,DistilBERT,0.641927083,0.540625,0.628627312,0.641927083,0.562573785
FreeDesktop,SVC,TF-IDF,0.639322917,0.528819444,0.639904506,0.639322917,0.539142593
FreeDesktop,SVC,DistilBERT,0.615885417,0.526041667,0.574193372,0.615885417,0.55604541
FreeDesktop,KNeighborsClassifier,TF-IDF,0.604166667,0.534027778,0.572240557,0.604166667,0.571712707
FreeDesktop,KNeighborsClassifier,DistilBERT,0.58984375,0.537152778,0.569694899,0.58984375,0.574573373
FreeDesktop,MultinomialNB,TF-IDF,0.622395833,0.514583333,0.575194986,0.622395833,0.526960615
FreeDesktop,MultinomialNB,DistilBERT,0.626302083,0.519791667,0.587890883,0.626302083,0.534279562
FreeDesktop,MLPClassifier,TF-IDF,0.595052083,0.528125,0.563832759,0.595052083,0.5662034
FreeDesktop,MLPClassifier,DistilBERT,0.62890625,0.508680556,0.623981151,0.62890625,0.500702786
FreeDesktop,RandomForestClassifier,TF-IDF,0.619791667,0.542361111,0.587819186,0.619791667,0.578543332
FreeDesktop,RandomForestClassifier,DistilBERT,0.640625,0.538888889,0.625710227,0.640625,0.560273342
FreeDesktop,SVC,TF-IDF,0.631510417,0.519097222,0.610772754,0.631510417,0.52562347
FreeDesktop,SVC,DistilBERT,0.62890625,0.546875,0.599049915,0.62890625,0.58163017
FreeDesktop,KNeighborsClassifier,TF-IDF,0.529947917,0.515625,0.545666176,0.529947917,0.535732602
FreeDesktop,KNeighborsClassifier,DistilBERT,0.572916667,0.528472222,0.559312447,0.572916667,0.564147192
FreeDesktop,MultinomialNB,TF-IDF,0.62109375,0.519791667,0.576343534,0.62109375,0.540065645
FreeDesktop,MultinomialNB,DistilBERT,0.62890625,0.520486111,0.596486116,0.62890625,0.532656244
FreeDesktop,MLPClassifier,TF-IDF,0.592447917,0.525347222,0.560614708,0.592447917,0.563413711
FreeDesktop,MLPClassifier,DistilBERT,0.606770833,0.535416667,0.574574601,0.606770833,0.572911096
FreeDesktop,RandomForestClassifier,TF-IDF,0.6171875,0.545833333,0.587763952,0.6171875,0.583419958
FreeDesktop,RandomForestClassifier,DistilBERT,0.622395833,0.522222222,0.580100575,0.622395833,0.543792517
FreeDesktop,SVC,TF-IDF,0.622395833,0.515972222,0.576213819,0.622395833,0.530216874
FreeDesktop,SVC,DistilBERT,0.591145833,0.50625,0.540342841,0.591145833,0.538515358
FreeDesktop,KNeighborsClassifier,TF-IDF,0.580729167,0.506479677,0.539836798,0.580729167,0.544306025
FreeDesktop,KNeighborsClassifier,DistilBERT,0.58984375,0.543267873,0.574988583,0.58984375,0.579690189
FreeDesktop,MultinomialNB,TF-IDF,0.630208333,0.52419828,0.596600337,0.630208333,0.542262329
FreeDesktop,MultinomialNB,DistilBERT,0.626302083,0.521782436,0.586050003,0.626302083,0.541258594
FreeDesktop,MLPClassifier,TF-IDF,0.58203125,0.517356408,0.551268368,0.58203125,0.556541418
FreeDesktop,MLPClassifier,DistilBERT,0.631510417,0.521021826,0.602627023,0.631510417,0.533403893
FreeDesktop,RandomForestClassifier,TF-IDF,0.592447917,0.511619231,0.547521558,0.592447917,0.547351335
FreeDesktop,RandomForestClassifier,DistilBERT,0.62890625,0.524564098,0.592964502,0.62890625,0.544455398
FreeDesktop,SVC,TF-IDF,0.6328125,0.520656008,0.609437926,0.6328125,0.530775221
FreeDesktop,SVC,DistilBERT,0.626302083,0.540754236,0.593176844,0.626302083,0.575219283
